"row ID","style","country","stars","top_ten","brand","variety"
"2452","Bowl","Singapore",5,,"Nongshim","Mupama Tang Myun"
"2451","Pack","Singapore",5,,"Sapporo Ichiban","Miso Soybean Paste"
"2450","Pack","Singapore",4,,"Unif","100 Artificial Shallot Chicken"
"2449","Pack","Singapore",5,,"Ve Wong","Artificial Peppered Beef"
"2448","Cup","Singapore",3.5,,"Baijia","Hot & Sour Rice Noodle"
"2447","Pack","Singapore",3,,"Global Inspiration","Gyeong-Gi-Do Rice"
"2446","Cup","Singapore",5,,"Unif / Tung-I","Fresh Shrimp"
"2445","Pack","Singapore",4.25,,"Mama","Shrimp Creamy Tom Yum"
"2444","Bowl","Singapore",5,,"Nissin","Bowl Noodles Rich & Savory Chicken"
"2443","Cup","Singapore",3.75,,"Unif","100 Furong Shrimp"
"2442","Cup","Mexico",3.5,,"Kamfen","Noodle King Beef"
"2441","Box","Japan",5,,"Mama","Mi Goreng"
"2440","Pack","China",4.5,,"Six Fortune","Seafood Flavor"
"2439","Bowl","Taiwan",5,,"Nissin","Chow Mein Teriyaki Beef"
"2438","Pack","Indonesia",5,,"Mama","Mamy Chand Clear Soup"
"2437","Bowl","Japan",4.5,,"Nongshim","Kimchi Ramyun"
"2436","Pack","Hong Kong",4.75,,"Sakurai","Vegetarian Flavor"
"2435","Pack","Vietnam",3.5,,"Mama","Pho Bo"
"2434","Pack","Taiwan",4.25,,"Higashi","Nagasaki Sara Udon"
"2433","Cup","Japan",3.75,,"Myojo","Okinawa Soba"
"2432","Bowl","Thailand",3.5,,"Maruchan","Akai Kitsune Udon"
"2431","Bowl","USA",3.75,,"Chorip Dong","Jjambbong Hot Spicy Seafood"
"2430","Pack","Malaysia",5,,"Shirakiku","Japanese Style Tokusen Miso"
"2429","Cup","Japan",4,,"Wu Mu","Steamed Noodle Garlic & Sesame Oil"
"2428","Bowl","Taiwan",5,,"Sapporo Ichiban","Shrimp Flavor"
"2427","Pack","Japan",2.5,,"Nissin","Creamy Chicken"
"2426","Cup","USA",0,,"Lucky Me!","Pancit Canton"
"2425","Cup","Hong Kong",5,,"Maruchan","Instant Lunch Cajun Style With chili Piquin Shrimp"
"2424","Pack","South Korea",3.75,,"Nissin","Sotanghon"
"2423","Pack","Taiwan",3.5,,"Mama","Jok Cup Porridge Artificial Pork"
"2422","Cup","Mexico",3.25,,"Mama","Hot & Spicy"
"2421","Pack","Taiwan",5,,"Myojo","Ramen Desse Soy Sauce"
"2420","Cup","China",3.75,,"Paldo","Green Tea Chlorella"
"2419","Box","Japan",5,,"Myojo","Chukazanmai Oriental"
"2418","Tray","Japan",4.5,,"Vifon","Asian Style Instant Noodles Chicken"
"2417","Pack","Indonesia",3.75,,"Unif / Tung-I","Artificial Beef Flavor"
"2416","Bowl","China",4.25,,"Doll","Sesame Oil"
"2415","Bowl","Japan",5,,"Koyo","Garlic Pepper"
"2414","Bowl","Taiwan",5,,"Wai Wai","Crab Instant Rice Vermicelli"
"2413","Cup","Hong Kong",2.5,,"JFC","Japanese Style Noodle Fresh Udon"
"2412","Pack","USA",3.25,,"Samyang","Seafood Party"
"2411","Pack","USA",3.75,,"Myojo","Chukazanmai Soybean Paste"
"2410","Pack","USA",3.75,,"Samyang","Japanese Seafood Flavor Udon"
"2409","Pack","USA",3.5,,"Mama","Flat Noodle Tom Yum"
"2408","Pack","USA",3.75,,"Unif / Tung-I","Instant Bean Vermicelli Shrimp"
"2407","Pack","Taiwan",4.5,,"Lucky Me!","Sotanghon Artificial Chicken"
"2406","Pack","China",0.25,,"Samyang","Cold Ramen With Ponytail Radish"
"2405","Cup","Hong Kong",4,,"Paldo","Dosirac Pork"
"2404","Pack","Singapore",5,,"Vifon","Hu Tieu Bo Kho An Lien Beef"
"2403","Bowl","USA",4.75,,"Mama","Oriental Style Clear Soup"
"2402","Pack","India",3.75,,"Mama","Kimchi"
"2401","Bowl","China",5,,"Myojo","Hyobanya No Yakisoba Sauce Flavor"
"2400","Cup","Singapore",5,,"Kamfen","Noodle King Thin Wonton"
"2399","Pack","Indonesia",4,,"Myojo","Chukazanmai Soy Sauce chili Oil"
"2398","Tray","China",1,,"Nissin","Bowl Noodles Hot & Spicy Chicken"
"2397","Bowl","South Korea",4,,"Myojo","Chukazanmai Soy Sauce"
"2396","Pack","Fiji",3.25,,"Shirakiku","Sanukiya Udon"
"2395","Pack","China",4.25,,"Paldo","Teumsae Ramyun"
"2394","Cup","Hong Kong",3.75,,"Paldo","Hwa Ramyun Soy Peptide"
"2393","Pack","Japan",3,,"Nongshim","Udon"
"2392","Bowl","Malaysia",5,,"Nissin","Cup Noodles Manchurian"
"2391","Pack","South Korea",5,,"Maggi","Perencah Tom Yam"
"2390","Cup","Hong Kong",3.75,,"Wu Mu","Steamed Noodle Chinese Herbs"
"2389","Cup","USA",4,,"Paldo","Soy Flavor Noodle"
"2388","Pack","China",4.25,,"Boss","Shrimp Tom Yum Flavor"
"2387","Bowl","Hong Kong",3.5,,"Saigon Ve Wong","Kung Fu Instant Rice Noodles Artificial Chicken"
"2386","Pack","Fiji",4,,"Myojo","Chukazanmai Served Cool Sesame Flavored Rice Vinegar Sesame"
"2385","Bowl","Taiwan",4.75,,"Nissin","Cup Noodles Pani Puri"
"2384","Pack","China",4.25,,"Rhee Bros Assi","Rice Noodle With Spicy Flavored Soup"
"2383","Cup","USA",3.5,,"Shirakiku","Sanukiya Somen"
"2382","Cup","South Korea",0.5,,"Samyang","Chinese Soybean Paste"
"2381","Cup","Hong Kong",4.75,,"Nongshim","Bowl Noodle Spicy Chicken"
"2380","Pack","South Korea",3.75,,"Nongshim","Bowl Noodle Beef Ginger"
"2379","Cup","USA",2.5,,"Nongshim","Bowl Noodle Cabbage Kimchi"
"2378","Pack","Hong Kong",4.5,,"Nongshim","Bowl Noodle Hot & Spicy"
"2377","Box","Malaysia",5,,"Nongshim","Bowl Noodle Spicy Shrimp"
"2376","Cup","Thailand",3.25,,"Sapporo Ichiban","Beef Flavor"
"2375","Bowl","Taiwan",5,,"Bon Go Jang","Deuchi Udon"
"2374","Pack","Indonesia",4.5,,"Sapporo Ichiban","Original Flavor"
"2373","Pack","India",4.5,,"Sao Tao","Ramen King Scallop Seafood"
"2372","Bowl","China",4,,"Nissin","Souper Meal Beef Flavor Minestrone"
"2371","Cup","Japan",3.5,,"Rocket Brand","Satoimo Noodles"
"2370","Pack","South Korea",4.5,,"Vina Acecook","Kingcook Tomato Sauce Pork"
"2369","Pack","South Korea",4.25,,"Maruchan","Yakisoba Roast chicken"
"2368","Pack","South Korea",3.75,,"Nongshim","Bowl Noodle Spicy Artificial Lobster"
"2367","Pack","South Korea",4,,"Maruchan","Yakisoba Teriyaki Beef"
"2366","Pack","South Korea",5,,"Maruchan","Yakisoba Chicken"
"2365","Pack","South Korea",5,,"Maruchan","Instant Lunch Roast Chicken Flavor"
"2364","Pack","South Korea",4,,"Samyang","Bowl Noodle Kimchi"
"2363","Pack","South Korea",4,,"Maruchan","Yakisoba Sweet & Sour Chicken"
"2362","Bowl","China",4,,"Six Fortune","Tom Yam Instant soup Noodle"
"2361","Bowl","Hong Kong",5,,"Wei Lih","Good Good Eat Super Ramen Original"
"2360","Pack","India",2,,"Nissin","Top Ramen Beef"
"2359","Cup","Japan",2,,"Myojo","Udon Crab"
"2358","Bowl","China",4,,"Koka","Laksa Singapura"
"2357","Bowl","Hong Kong",5,,"Mama","Instant Bowl Noodles Artificial Pork"
"2356","Cup","South Korea",4,,"Ottogi","Snack Ramyon"
"2355","Pack","Japan",4,,"Nissin","Chow Noodles Cheddar Cheese"
"2354","Bowl","Vietnam",5,,"Quickchow","Bihon Guisado Rice Noodle"
"2353","Cup","Japan",4,,"Vifon","Pho Ga Instant rice Noodle"
"2352","Pack","Taiwan",1,,"Myojo","Udon Chicken"
"2351","Pack","India",4,,"Lucky Me!","Supreme Instant Mami Noodles With Free Crackers"
"2350","Cup","Hong Kong",4,,"Indomie","Onion Chicken"
"2349","Cup","Australia",3,,"Indomie","Mi Goreng Jumbo Beef"
"2348","Pack","Japan",3,,"Koka","Tom Yum Rice Noodles"
"2347","Bowl","Hong Kong",3,,"Myojo","Udon Shrimp"
"2346","Pack","Pakistan",1,,"Koka","Curry"
"2345","Pack","South Korea",5,,"Koka","Spicy Sesame"
"2344","Cup","Mexico",4,,"Koka","Spicy Seafood Marinara"
"2343","Cup","Mexico",4,,"Nissin","Chow Noodles Tomato Basil"
"2342","Pack","Mexico",4,,"Ottogi","Ppushu Ppushu Sweet & Sour"
"2341","Cup","Mexico",4,,"Sanyo Foods","Aunt Mentaiko Durum Spaghetti"
"2340","Cup","Mexico",4,,"Fu Chang Chinese Noodle Company","Hot & Spicy Beef"
"2339","Cup","Mexico",3,,"Fashion Foods","Tom Klong"
"2338","Pack","Mexico",4,,"Myojo","Udon Hot & Spicy"
"2337","Cup","Mexico",3,,"Nissin","Karashi Mayo Yakisoba"
"2336","Cup","Mexico",3,,"Six Fortune","Broad Noodles"
"2335","Cup","Mexico",5,,"Mama","Artificial Pork Jumbo"
"2334","Cup","Mexico",4,,"Myojo","Udon Mushroom"
"2333","Cup","Mexico",4,,"Koka","Tomato"
"2332","Pack","Mexico",4,,"Unif","100 Artificial Spicy Beef"
"2331","Cup","Mexico",4,,"Wu Mu","Steamed Noodle Sesame Oil"
"2330","Pack","Taiwan",4,,"Fortune","Udon Beef"
"2329","Pack","India",5,,"Fortune","Udon Chicken"
"2328","Pack","China",3,,"Nongshim","Bowl Noodle Spicy Seafood"
"2327","Cup","USA",4,,"Vina Acecook","Daily Hot & Spicy Tom Yun"
"2326","Cup","Hong Kong",4,,"Mama","Oriental Kitchen Spicy Seafood"
"2325","Pack","Bangladesh",4,,"Nissin","Cup Noodles Shrimp"
"2324","Pack","South Korea",5,,"Nissin","Cup Noodles Beef"
"2323","Pack","Japan",5,,"Royal Umbrella","Tom Yum Shrimp"
"2322","Bowl","Japan",3,,"Vina Acecook","Mi Lau Thai Seafood"
"2321","Bowl","Hong Kong",5,,"Nissin","Bowl Noodles Hot & Spicy Shrimp"
"2320","Cup","Japan",4,,"Vina Acecook","Oh! Ricey Chicken"
"2319","Bowl","South Korea",3.5,,"Vina Acecook","Daily Beef Ball"
"2318","Pack","Taiwan",5,,"Nissin","Chow Mein Kung Pao Chicken"
"2317","Bowl","Thailand",4,,"Vina Acecook","Hao Hao Sour Hot Shrimp"
"2316","Cup","Japan",5,,"Nissin","Cup Noodles Chicken"
"2315","Bowl","USA",3,,"Vina Acecook","Mi Lau Thai Shrimp"
"2314","Cup","Hong Kong",4,,"Mama","Pork"
"2313","Pack","Taiwan",3.5,,"Nissin","Cup Noodles Spicy Chile Chicken"
"2312","Pack","Taiwan",5,,"Paldo","Spicy Shrimp Bowl"
"2311","Pack","Taiwan",3.8,,"Wu Mu","Dried Noodle With BBQ Pork"
"2310","Pack","Bangladesh",4,,"Paldo","South Korean Noodle Kimchi Flavor"
"2309","Cup","Hong Kong",4,,"Vina Acecook","Mi Lau Thai Artificial Chicken"
"2308","Cup","Australia",4,,"Wai Wai","Minced Pork Tom Yum"
"2307","Pack","Mexico",4,,"Ve Wong","Kung Fu Artificial Soybean Paste"
"2306","Cup","Hong Kong",4,,"Mama","Cup Shrimp Tom Yum Flavor"
"2305","Pack","Japan",4,,"Wai Wai","Chili Paste Tom Yum"
"2304","Pack","India",5,,"Vina Acecook","Oh! Ricey Beef Rice Noodles"
"2303","Pack","Mexico",3,,"Fortune","Udon Mushroom"
"2302","Tray","Japan",5,,"Rhee Bros Assi","Rice Noodles Seafood"
"2301","Cup","Australia",3,,"Rhee Bros Assi","Rice Noodle Katsuo"
"2300","Pack","Hong Kong",4,,"Mama","Oriental Kitchen Hot Spicy"
"2299","Pack","Malaysia",3,,"Doll","Pickled Vegetable"
"2298","Cup","USA",4,,"Paldo","King Cup Kimchi Pot Stew"
"2297","Bowl","China",3,,"Nissin","Cup Noodles Seafood"
"2296","Cup","Australia",3,,"Doll","Artificial Chicken"
"2295","Cup","China",4,,"Myojo","Hyoubanya No Yakisoba Oriental"
"2294","Bowl","Japan",4,,"Paldo","King Cup Lobster"
"2293","Pack","Hong Kong",5,,"Saigon Ve Wong","Kung Fu Artificial Beef Rice Noodle"
"2292","Pack","China",5,,"Paldo","South Korean Broad Noodle"
"2291","Pack","South Korea",4,,"Doll","Spicy Artificial Beef"
"2290","Pack","Hong Kong",5,,"Nongshim","Shin Bowl"
"2289","Bowl","Japan",4,,"Paldo","South Korean U Dong"
"2288","Cup","Hong Kong",4,,"Tiger","Onion Flaver Rice Noodle"
"2287","Pack","China",0,,"Paldo","South Korean Seafood"
"2286","Bowl","Hong Kong",4,,"Tablemark","Soybean Paste"
"2285","Cup","Australia",3,,"Nissin","Cup Noodles Crab"
"2284","Cup","Hong Kong",4,,"Rhee Bros Assi","Rice Noodle Hot & Spicy Kimchi"
"2283","Pack","Japan",5,,"Nongshim","Hearty Rice Noodle Spicy Veggie Consomme"
"2282","Pack","South Korea",5,,"Lucky Me!","Supreme Sotanghon Artificial Chicken Vermicelli "
"2281","Cup","Hong Kong",4,,"Wu Mu","Steam Spinach Ramen With Onion"
"2280","Pack","China",4,,"Dragonfly","Guilin Style Rice Vermicelli"
"2279","Bowl","Hong Kong",5,,"Samyang","Bowl Noodle Picante Beef"
"2278","Pack","Japan",5,,"Paldo","Dosirac Artificial Chicken"
"2277","Bowl","USA",3,,"Mama","Pho Bo Rice Noodle Artificial Beef"
"2276","Cup","USA",3,,"Lucky Me!","Supreme Special Beef Carne De Vaca"
"2275","Pack","China",4,,"Rhee Bros Assi","Rice Noodle Anchovy Flavor"
"2274","Cup","Australia",4,,"Royal Umbrella","Vegetarian Tom Yum"
"2273","Bowl","Taiwan",4,,"Tradition","Imitation Chicken Vegetarian"
"2272","Bowl","Hong Kong",4,,"Paldo","Dosirac Beef"
"2271","Pack","China",5,,"Lucky Me!","La Paz Batchoy Beef"
"2270","Pack","South Korea",4,,"Vifon","Tasty Mushroom"
"2269","Pack","India",4,,"Lucky Me!","Supreme Bulalo Artificial Bone Marrow"
"2268","Pack","Hong Kong",5,,"Paldo","Dosirac Shrimp"
"2267","Pack","USA",2,,"Paldo","Dosirac Mushroom"
"2266","Cup","Thailand",4,,"Unif","Super Bowl Artificial Spicy Beef"
"2265","Cup","Japan",3,,"Unif","Super Bowl Artificial Stewed Pork Chop"
"2264","Pack","Taiwan",1,,"Maruchan","Yakisoba Cheddar Cheese"
"2263","Pack","China",4,,"Unif","Super Bowl Artificial Pickled Chilli Beef"
"2262","Cup","USA",5,,"Maruchan","Ramen Noodle Soup Oriental"
"2261","Bowl","Japan",4,,"Maruchan","Ramen Noodle Soup Spicy Picante Chicken"
"2260","Pack","Taiwan",5,,"Little Cook","TVP Spicy Beef"
"2259","Bowl","USA",3.75,,"Unif","Shrimp Fish"
"2258","Bowl","Hong Kong",4.3,,"Ottogi","Jin Ramen (Hot)"
"2257","Pack","Hong Kong",2.3,,"Nongshim","Big Bowl Spicy Shrimp"
"2256","Bowl","USA",3,,"Mee Jang","Artificial Pork"
"2255","Tray","Japan",5,,"Little Cook","TVP Curry Chicken"
"2254","Cup","Thailand",3,,"Gomex","3 Mien Mi Tom Hum Lobster"
"2253","Cup","Australia",4,,"Nongshim","Big Bowl Udon"
"2252","Bowl","Japan",5,,"Mee Jang","Artificial Beef Flavor"
"2251","Pack","Mexico",4,,"Vifon","Phu Gia Instant Bean Thread Chicken"
"2250","Pack","Hong Kong",4,,"Sunlee","Crab Noodle"
"2249","Pack","Taiwan",4,,"Nongshim","Champong Oriental Noodles"
"2248","Cup","USA",5,,"Nissin","Big Cup Noodles Shrimp"
"2247","Bowl","Japan",5,,"Nissin","Big Cup Noodles Beef"
"2246","Cup","USA",4,,"Goku Uma","Hot & Spicy Beef"
"2245","Cup","Hong Kong",4,,"Six Fortune","Instant Noodles With Soup"
"2244","Pack","Hong Kong",4,,"Maruchan","Ramen Noodle Soup Creamy Chicken"
"2243","Cup","Hong Kong",4,,"Nissin","Big Cup Noodles Chicken"
"2242","Cup","Canada",3,,"Payless","Xtra Big Chilimansi Pancit Canton"
"2241","Pack","Hong Kong",4,,"Shirakiku","Japanese Style Tokusen Shoyu"
"2240","Bowl","South Korea",3,,"Vina Acecook","Daily Vegetarian"
"2239","Cup","USA",4,,"Nongshim","Shin Big Bowl"
"2238","Pack","Nepal",1,,"Super Bihun","Goreng Rice Noodles"
"2237","Cup","Japan",5,,"Paldo","Stirfried Kimchi"
"2236","Bowl","Japan",4,,"Myojo","Charumera Shoyu"
"2235","Bowl","Thailand",4,,"Paldo","Bowl Noodle Spicy Artificial Chicken"
"2234","Bowl","South Korea",5,,"Sunny Maid","Mi Chay Vegetarian"
"2233","Cup","Hong Kong",4,,"Paldo","Bowl Noodle Kimchi"
"2232","Bowl","Japan",5,,"Ottogi","Ramen Bokki"
"2231","Cup","Australia",4,,"Nissin","Souper Meal Tomato Garlic Shrimp"
"2230","Pack","Japan",4,,"Nissin","Top Ramen Picante Beef"
"2229","Pack","Hong Kong",4,,"Maruchan","Ramen Noodle Soup Chili"
"2228","Bowl","Japan",5,,"Nissin","Top Ramen Chili"
"2227","Pack","USA",4,,"Maruchan","Instant Lunch Chicken 35% Less Sodium"
"2226","Pack","Japan",3,,"Nongshim","Noodle Lite 275 Udon Mushroom"
"2225","Bowl","Hong Kong",4,,"Maruchan","Ramen Noodle Soup Roast Beef"
"2224","Pack","India",4,,"Payless","Xtra Big Kalamansi Pancit Canton"
"2223","Pack","Singapore",4,,"Doll","Spicy Artificial Pork"
"2222","Pack","Malaysia",5,,"Nissin","Bowl Noodles Hot & Spicy Beef"
"2221","Cup","Japan",5,,"Nissin","Cup Noodles Hearty Chicken"
"2220","Pack","South Korea",5,,"Tayho","Vermicelli With Pork"
"2219","Cup","Australia",1,,"Vina Acecook","Daily Hot & Sour With Shrimp"
